client_id,calls,minutes,messages,mb_used
0,45.0,358.6252063449688,75.0,19471.137902826627
1,85.0,519.5370234373676,60.0,29131.224455060576
2,64.0,372.98801561147707,89.0,23426.92334190614
3,99.0,682.3231177903937,69.0,9999.773037896319
4,60.0,369.2684877554767,1.0,15643.25159391654
5,61.0,362.6987339246684,17.0,14495.118399891035
6,61.0,468.1919134240787,16.0,3607.6527969906056
7,15.0,134.7554011229895,6.0,20984.508581246104
8,7.0,44.979945499429775,3.0,2107.5548731391536
9,116.0,895.1400489290695,41.0,20461.490978637084
10,110.0,788.8008233418095,16.0,11474.524064212546
11,47.0,363.10376357302005,15.0,18289.228710462852
12,41.0,334.30256394403057,70.0,21620.548942233523
13,53.0,403.44298830396474,15.0,15934.210577493715
14,93.0,488.2681924323565,0.0,12726.728269432208
15,5.0,17.390038312804254,0.0,2650.9259101132293
16,2.0,21.126971897415306,0.0,559.4356475407321
17,30.0,196.10979209526582,3.0,18409.321101887497
18,55.0,338.454732112259,101.0,21592.419535431534
19,50.0,354.04705625661165,87.0,13323.105773836893
20,98.0,732.0979936931183,35.0,30174.97086041095
21,50.0,360.45443041183563,104.0,16559.460405518617
22,55.0,416.5816097230786,56.0,17464.7149595887
23,10.0,89.0147457162463,17.0,1999.6504052200748
24,56.0,359.2855004808648,25.0,11898.00425207704
25,55.0,372.86188406053293,50.0,28368.054096991596
26,79.0,605.2990860080996,46.0,9183.553674140487
27,134.0,913.5458484655082,51.0,23119.954732301558
28,37.0,290.194963213749,46.0,19122.884903171827
29,47.0,335.3182234943289,49.0,9332.344992683245
30,40.0,271.3415446353107,0.0,19155.66384433677
31,9.0,64.4152651244675,29.0,605.6944399055578
32,83.0,641.3540290413748,29.0,20141.144759968884
33,60.0,434.83547019408496,8.0,25980.113265410168
34,108.0,758.5153465820227,8.0,20208.577951234063
35,103.0,672.8363364749041,0.0,26773.310264573767
36,77.0,554.5446889292036,48.0,34946.93435728013
37,46.0,281.42574264907597,0.0,10794.43823635262
38,19.0,116.2954827733951,35.0,9119.068405121649
39,72.0,450.30477682503664,36.0,14174.804187533377
40,29.0,147.83827332635204,0.0,17738.91251148567
41,10.0,78.71190944199479,8.0,12506.8913223889
42,45.0,360.058263648193,0.0,19210.059304853756
43,48.0,305.60059594885996,11.0,22258.4305854023
44,100.0,683.6596815511621,121.0,24964.61974047367
45,41.0,287.6808962668067,95.0,20231.010033820843
46,80.0,573.2272728416824,67.0,11075.41025721854
47,72.0,512.9722364327946,0.0,11236.166108939784
48,4.0,42.14165085886467,20.0,4061.009846843237
49,68.0,573.978236274636,11.0,18138.535607293215
50,69.0,523.0376038922795,30.0,11604.205313476174
51,133.0,911.8756873542007,76.0,21191.60981010254
52,102.0,697.5046735972127,0.0,24490.307689964648
53,60.0,369.07363591252266,30.0,16117.7456041758
54,0.0,0.0,34.0,14633.425417128421
55,12.0,99.9620296363403,15.0,35608.89366814661
56,59.0,377.0647482440143,46.0,20346.806697285494
57,81.0,509.3017665979544,40.0,24850.520079544083
58,67.0,399.46755517689263,0.0,17112.687229732215
59,69.0,507.04324238077544,30.0,19913.093291357734
60,110.0,760.3529779722866,67.0,25658.20029010635
61,111.0,800.080763769026,152.0,24578.43276057981
62,124.0,873.5272542673032,0.0,21669.973525266578
63,106.0,668.8922365540631,59.0,18308.936172253234
64,60.0,338.83605073016514,78.0,12157.53042313532
65,95.0,654.6865825541986,45.0,14264.569851810591
66,82.0,576.239262458253,67.0,23097.199051466567
67,33.0,242.40302152605338,24.0,7423.658681959749
68,116.0,814.4137428907848,72.0,25847.42563357092
69,76.0,541.8918465896982,21.0,25341.541255610475
70,66.0,453.5674422892508,71.0,12555.572459790126
71,43.0,232.59936324276535,8.0,22079.31830648752
72,75.0,527.0410704821694,6.0,22341.47812035717
73,70.0,491.04247462995414,8.0,26587.438321130194
74,71.0,490.2262475997039,90.0,21315.569186654622
75,78.0,585.1890249224494,0.0,10527.5156401788
76,78.0,683.0254924249447,19.0,15954.836699944806
77,1.0,1.185640405414387,165.0,20918.810446080286
78,67.0,502.84203160521344,10.0,13757.507772285626
79,45.0,318.77346488880886,36.0,17879.681784063796
80,140.0,1028.7481394969254,67.0,31890.609476999256
81,98.0,702.867831984316,0.0,19998.195809275596
82,80.0,631.7642810855515,18.0,14266.322045968353
83,97.0,729.9269847649533,72.0,16002.677220393716
84,63.0,458.2735168449369,44.0,8591.79098534686
85,70.0,466.91067676109117,60.0,23947.755530574883
86,131.0,975.68694114765,0.0,29035.857276730927
87,51.0,330.15447359420057,82.0,29891.625970093148
88,62.0,451.270859666582,0.0,6326.693534904898
89,87.0,686.256732948965,24.0,19439.71611401044
90,110.0,797.3934355694089,0.0,10349.646002224132
91,60.0,468.65852257106644,0.0,17318.04138298173
92,29.0,207.57952839203074,63.0,9260.30258961347
93,61.0,443.5459053612121,44.0,21728.62164586233
94,62.0,458.4045654734243,70.0,15316.26094263415
95,125.0,860.8676082383679,50.0,17718.31751063115
96,33.0,308.7324082250108,29.0,17570.428538172775
97,90.0,596.5856562457469,51.0,14256.747671423891
98,68.0,459.8620619353693,28.0,19679.36692605609
99,55.0,344.66942244581816,16.0,9913.12288613501
100,3.0,43.81426999687314,0.0,1598.211067525503
101,112.0,847.5050788779048,76.0,17907.02409596773
102,65.0,443.7386102254454,45.0,20104.806267593936
103,71.0,511.0031493063493,12.0,20213.070447486934
104,60.0,372.257791143217,0.0,46630.18676962016
105,21.0,148.10137815975048,22.0,9776.561012417254
106,50.0,317.4553774611487,51.0,11214.814690860338
107,67.0,538.0184037666776,7.0,19886.12870562005
108,50.0,321.05268884113076,131.0,30991.587719147603
109,24.0,161.85337568338898,0.0,9343.060858809667
110,74.0,548.7916613118609,0.0,15627.546454058225
111,69.0,526.0286436151421,3.0,29280.489526954094
112,82.0,598.0476546826504,24.0,9936.703585972376
113,53.0,356.0729135592582,11.0,26463.34956460078
114,149.0,1007.6096811720912,48.0,28259.1739788522
115,87.0,687.6903511296559,78.0,12791.803015638658
116,91.0,660.1807946001999,0.0,25473.505257406472
117,76.0,556.7110261936585,36.0,8418.550939783252
118,22.0,156.61409765632538,0.0,5329.11268389123
119,35.0,222.48148624720648,21.0,14014.92645937801
120,62.0,496.66438968248195,55.0,17219.842575307615
121,59.0,414.44952456991905,4.0,17426.38876917894
122,64.0,530.2615065189862,50.0,21123.86056730627
123,41.0,263.2660273484871,8.0,13398.417010530398
124,72.0,523.7821612554218,38.0,11189.238212632901
125,7.0,41.26693530244597,6.0,3305.393971621083
126,108.0,682.0824883167364,0.0,11009.02488927336
127,51.0,307.6864241778049,30.0,23490.620172144965
128,42.0,340.19270890254796,49.0,13378.154236191684
129,23.0,155.95409381436812,5.0,929.1829697835954
130,98.0,673.9756078220022,112.0,31074.2474356349
131,68.0,537.8220775203146,0.0,9856.59148526896
132,34.0,219.96448594591416,42.0,13409.243583267586
133,117.0,767.5591059993983,75.0,12216.882858070154
134,67.0,383.55340559713943,70.0,39988.19020311223
135,59.0,410.07004676280343,37.0,7455.780345011496
136,106.0,601.2732816802662,11.0,19983.11138024826
137,14.0,126.1863487085932,26.0,2868.291971301516
138,106.0,741.9578383847504,48.0,31339.947197493802
139,92.0,708.2667932822837,0.0,11968.773305424205
140,102.0,716.8885462977471,56.0,20866.449595217127
141,67.0,480.6831335881236,14.0,19223.73865007285
142,43.0,313.6264765732122,24.0,10929.552524486482
143,133.0,995.8129972015932,159.0,20497.60040189545
144,58.0,375.58369334275505,38.0,9596.517561955368
145,87.0,619.356821593686,0.0,19301.720754549093
146,74.0,622.3553789421387,26.0,20773.432616872495
147,88.0,691.5966401978206,39.0,19383.378319764448
148,47.0,349.2737255396163,0.0,28509.496375327115
149,91.0,579.9940650582496,82.0,26137.370452115025
150,77.0,529.7817891888642,59.0,18809.08454128175
151,65.0,457.06953581180665,8.0,18233.602729398062
152,48.0,314.79274669583714,0.0,16704.178225369564
153,73.0,465.76882395950156,0.0,16793.24612478348
154,66.0,419.2042651268414,33.0,14727.864555992235
155,84.0,529.8727182573508,0.0,25963.646969185906
156,33.0,227.84620713912867,12.0,20377.915866343254
157,35.0,227.50138449637944,21.0,5172.577565766308
158,68.0,486.8986235994347,118.0,15213.541149236726
159,130.0,939.2807126494304,48.0,11755.408150233498
160,80.0,678.563104915586,9.0,10332.183272890692
161,43.0,271.3144308819548,37.0,11159.938631334899
162,73.0,588.8225298924971,47.0,16199.780263449533
163,68.0,447.0296362795671,57.0,22218.953983079442
164,72.0,509.6031793725439,34.0,3049.5132207720485
165,38.0,231.44498429869887,12.0,21626.81713411742
166,77.0,578.9271910819903,19.0,22708.626906859736
167,74.0,496.9675818698342,106.0,21737.066018718593
168,57.0,425.3880103345349,15.0,16893.01658310415
169,79.0,664.8609659818802,19.0,17854.580080503165
170,23.0,148.40327033013133,65.0,21213.765638577224
171,200.0,1348.7911240361893,150.0,31838.593971380036
172,40.0,252.5183868702037,94.0,1790.2160031783158
173,54.0,326.38831071936534,43.0,20809.0729897932
174,71.0,493.5750349567361,78.0,34014.684750692366
175,56.0,358.8246315307818,102.0,13828.257005310086
176,61.0,391.08224685059156,21.0,10525.237384009564
177,138.0,1050.643488255746,35.0,5736.0028352211675
178,40.0,216.41693572561292,22.0,8426.783447710493
179,24.0,141.23255259636076,21.0,8701.789430113857
180,83.0,508.51834127340925,46.0,18746.434890660643
181,95.0,644.8730553749032,59.0,20427.889762895174
182,53.0,450.8155331424778,27.0,10445.689713568092
183,171.0,1059.1450606368155,97.0,19101.90278473505
184,75.0,595.1959636469577,51.0,7529.210194345498
185,51.0,351.69054933409683,62.0,21302.237236046367
186,31.0,170.58615508631848,100.0,15863.055722158133
187,137.0,910.5783891211445,60.0,26170.40287092475
188,85.0,579.1477103649803,28.0,17523.18733395244
189,30.0,216.5359159732829,22.0,10987.163505670482
190,94.0,657.110118760618,0.0,45132.71478752144
191,78.0,598.9838031467092,47.0,30025.349687366932
192,108.0,691.7381726633291,10.0,39306.312201131135
193,16.0,90.9396035434677,35.0,15396.110968883611
194,17.0,108.78790262965192,42.0,6320.588863432884
195,123.0,854.2622899851505,24.0,23872.24914943026
196,62.0,470.22092933286905,82.0,26168.945504592964
197,12.0,103.12253045513357,5.0,1821.9936771053704
198,2.0,7.191054244587112,134.0,27893.60233217119
199,67.0,436.2394730460243,66.0,7922.43954257864
