client_id,calls,minutes,messages,mb_used
0,39.0,303.82188174154084,92.0,22898.623827334995
1,84.0,508.6075474928099,54.0,22050.10927956795
2,62.0,359.81993842164337,81.0,20311.963995853675
3,100.0,696.0637732366291,80.0,9761.662822067065
4,74.0,477.53078839352867,1.0,16149.81502235901
5,51.0,292.75942055361094,22.0,18295.860166636572
6,62.0,475.5186331892596,23.0,3864.565284711828
7,14.0,119.06524387331558,6.0,20359.489328431264
8,7.0,45.19340412183508,3.0,2343.4552889417214
9,95.0,712.2652263110103,38.0,16736.677635897693
10,72.0,476.76890461393475,19.0,8111.621015343589
11,43.0,322.43763277789975,14.0,21662.776057177623
12,61.0,535.1036899967529,50.0,21030.916022701393
13,56.0,436.0063491449147,14.0,18020.966663771993
14,114.0,626.1078892854229,0.0,13387.078898144608
15,6.0,24.267451758629978,0.0,2939.4309266153505
16,2.0,21.024743790092707,0.0,630.3087449157308
17,30.0,191.27639336921857,4.0,18076.297609719455
18,70.0,458.25273948557964,90.0,18140.587933611412
19,54.0,383.53518479363197,88.0,11728.949967156193
20,89.0,658.8448878104592,34.0,26497.888848478015
21,48.0,337.6369562307252,99.0,17471.475692053133
22,50.0,368.98440837676054,64.0,15420.6233501339
23,12.0,109.1151243427085,18.0,2214.2200571815342
24,57.0,371.135798302329,28.0,12134.174079461389
25,50.0,333.1850240353315,50.0,22771.803522582868
26,78.0,593.0520020529955,41.0,8373.471892907291
27,167.0,1188.713883718568,43.0,30208.097449922483
28,38.0,291.87327972605885,49.0,19990.126831136706
29,41.0,276.6662889139033,43.0,9072.307144756576
30,44.0,304.4256818110334,0.0,17898.639170466802
31,10.0,76.37313965815207,35.0,683.5473817211457
32,67.0,498.6055355292155,26.0,23395.66367489887
33,66.0,493.1893193835989,7.0,25592.71864659473
34,108.0,761.3060178890746,10.0,20161.07418626286
35,102.0,669.3593060237445,0.0,17104.58551336282
36,74.0,522.5511074399363,44.0,34106.93969418131
37,64.0,422.67800637815134,0.0,11779.964815003319
38,22.0,137.5714947021237,31.0,9127.92136560896
39,91.0,597.0571445740318,38.0,12697.173000761937
40,32.0,168.43952737257382,0.0,17752.173377930685
41,12.0,93.92756711348808,6.0,11625.987782783228
42,42.0,331.8273858595714,0.0,15969.387176905648
43,51.0,333.38323973957745,10.0,18512.16623462243
44,108.0,744.5774903223153,107.0,22445.343510835322
45,35.0,239.37834998149776,100.0,22859.28697093411
46,77.0,545.7154333145173,64.0,13418.60516182079
47,55.0,374.49135498578124,0.0,13490.76692359235
48,5.0,49.371973731342884,15.0,3251.7673788484612
49,65.0,545.2215170892634,10.0,19657.058912163702
50,73.0,561.594732069453,26.0,13506.283067773382
51,102.0,660.9285704930353,66.0,22247.34346987971
52,98.0,660.1844169442223,0.0,24220.181436486357
53,72.0,456.60221401277875,33.0,14245.501366664992
54,0.0,0.0,31.0,12754.098282280194
55,13.0,104.62521549667586,17.0,35737.84195122913
56,62.0,402.0758361270933,43.0,17356.801500851998
57,91.0,584.6362071867325,54.0,28117.69434431731
58,61.0,360.91838594290135,0.0,16730.159042098014
59,58.0,416.59596677017845,40.0,18764.72566779202
60,103.0,698.2416105320925,57.0,30608.922827772694
61,105.0,741.9294683531743,140.0,29495.90288412367
62,106.0,729.0512630102221,0.0,21120.588790008715
63,134.0,883.5863448738326,58.0,16392.489110949227
64,71.0,420.4701851860219,98.0,14185.72982114158
65,93.0,632.7426469805598,39.0,17378.320443683926
66,79.0,548.7730578858063,70.0,26509.41705816913
67,37.0,269.4585066752977,26.0,10076.173693229719
68,164.0,1233.2504263437063,67.0,30648.893480845683
69,75.0,528.8276462238709,22.0,23007.723141275994
70,73.0,512.0750038907757,64.0,12702.990027797901
71,80.0,527.338073053471,6.0,26697.597342247434
72,60.0,401.6447379607661,7.0,23440.08571226716
73,57.0,385.157855206331,7.0,24683.046040219164
74,47.0,297.3506186858511,88.0,20211.809856152722
75,74.0,551.21536630166,0.0,10193.979241987314
76,72.0,623.7327138757638,25.0,16906.654243424193
77,1.0,1.0280987548674423,162.0,24483.072417126557
78,77.0,598.5871476686318,12.0,18258.964790168564
79,47.0,337.82152253074156,34.0,16540.00884284077
80,99.0,681.8247664659543,66.0,29205.343861804355
81,86.0,599.4686617500892,0.0,20373.15716857886
82,73.0,561.1135398276577,17.0,15323.587503194725
83,92.0,693.3371487780088,75.0,17527.23800254423
84,54.0,376.79972565313756,40.0,8290.199786217072
85,97.0,695.6615381049033,62.0,21209.54109513769
86,151.0,1161.1504379618864,0.0,24916.296732024013
87,55.0,358.13981239126423,75.0,26927.71949058994
88,51.0,358.21674658531026,0.0,8645.275088324224
89,74.0,573.5936171363969,25.0,19803.65231469088
90,100.0,707.6866563617424,0.0,7186.424986025172
91,51.0,388.4709181304222,0.0,19641.321660801997
92,30.0,212.8203908740868,68.0,8491.030580286082
93,69.0,516.1653863126097,37.0,18950.632162475562
94,84.0,663.8904230091404,59.0,18001.491524410543
95,91.0,585.1933362888377,42.0,15476.927160855277
96,30.0,277.0994947084117,24.0,14609.313901503221
97,86.0,564.5956727162487,61.0,13486.013279868832
98,63.0,425.4630594634509,30.0,19958.827013631028
99,73.0,486.14072706955176,20.0,9127.26853953695
100,3.0,43.187551167915295,0.0,1532.3459786114977
101,106.0,800.1035782608084,64.0,18540.05690873052
102,78.0,549.9737409445295,57.0,20114.75945456477
103,79.0,580.8935211030803,16.0,20383.676818879845
104,77.0,509.22110222678316,0.0,41179.20072985478
105,26.0,198.62280208689336,21.0,12710.843022583631
106,47.0,293.39048390156916,54.0,12371.322330855977
107,63.0,495.19011121296717,6.0,21198.642422164296
108,55.0,362.4273458795798,132.0,29586.714549101533
109,37.0,276.4070955923449,0.0,10949.652443925204
110,74.0,550.7288914994255,0.0,18847.069083667575
111,55.0,400.80601215751307,3.0,23710.492003507974
112,64.0,448.087122524671,28.0,9469.16426096913
113,37.0,230.3818111185483,12.0,22796.30488652662
114,154.0,1047.5895489084303,56.0,31729.328500734224
115,70.0,525.9041744900685,94.0,14064.748155158706
116,77.0,541.8070295117902,0.0,20401.10040704339
117,83.0,612.3383975919457,49.0,9898.635250139421
118,22.0,162.44796936079464,0.0,6018.6485942265645
119,36.0,230.09873150039374,18.0,14101.499588242035
120,63.0,506.31669752780016,49.0,13243.524243152298
121,53.0,358.3970955670855,5.0,16072.649835762953
122,44.0,338.3146865596871,48.0,15798.888389420672
123,42.0,271.3623634361564,8.0,16251.150949075416
124,68.0,481.3501934618709,39.0,13558.504754185402
125,6.0,36.11221511164532,8.0,4234.913249456918
126,133.0,884.2747141060281,0.0,13961.646494804192
127,62.0,396.15587057724946,36.0,26435.266913210817
128,51.0,426.5577166699739,36.0,14680.88368602666
129,16.0,100.26575517451097,6.0,880.2038224777385
130,103.0,717.5612715432329,94.0,29903.39202448041
131,72.0,584.1807269234841,0.0,8306.989795201112
132,53.0,385.8320953727611,59.0,11634.27249052349
133,94.0,585.0021446831307,81.0,10723.78774447671
134,78.0,456.0187228855547,71.0,35949.89204687725
135,64.0,451.5397418858424,35.0,6808.537207481736
136,75.0,396.7662341778755,9.0,17339.286969799294
137,12.0,98.84902302511493,23.0,3666.6432171170463
138,94.0,645.666901626958,53.0,35595.76720294806
139,102.0,797.6217831662017,0.0,11513.998393665232
140,88.0,601.8820905699885,56.0,17790.509950790016
141,64.0,457.78290897991417,13.0,18168.46003775755
142,52.0,385.4610328707183,33.0,17496.053423301153
143,139.0,1056.4282775767063,186.0,17535.20309233732
144,48.0,304.97757333833977,39.0,13348.496499891397
145,74.0,511.4823440923576,0.0,26642.022146491003
146,61.0,490.2175129726456,27.0,19123.34900587446
147,88.0,696.2427563540631,37.0,17681.607372906175
148,44.0,315.5034613606557,0.0,27228.398149868757
149,61.0,360.8788205936796,99.0,21197.105934804404
150,102.0,751.7602488655021,73.0,15277.389100015816
151,66.0,465.47356413172525,8.0,20307.043995531098
152,55.0,369.66372712437806,0.0,13431.45628773235
153,69.0,437.12011497700064,0.0,12765.379094846436
154,54.0,328.6814053844571,35.0,12746.282088960583
155,115.0,777.3806299647927,0.0,23144.12377847097
156,34.0,237.3198101854144,13.0,18710.636525152215
157,36.0,239.92127835242567,20.0,6434.390188255615
158,61.0,431.08296504660393,122.0,17989.38483953911
159,132.0,951.8021608460034,67.0,11767.240998668423
160,61.0,494.85842598352593,8.0,10854.46173108328
161,62.0,428.8730730417951,43.0,17702.435949717306
162,47.0,346.8225253180797,63.0,12005.775807042657
163,85.0,586.8017854805344,58.0,24010.381493178495
164,83.0,596.6978047649271,38.0,3377.4608162215554
165,83.0,632.035159099092,16.0,20117.22702597873
166,76.0,575.4290919809393,20.0,22865.548906883632
167,70.0,462.0411468886412,100.0,19775.414412463637
168,51.0,378.6079383639171,15.0,15300.799126397162
169,75.0,618.2097699996727,24.0,20096.48986213902
170,26.0,168.098251144646,81.0,21481.317446803387
171,196.0,1281.4459099057067,127.0,28481.17726640313
172,40.0,249.0180764574488,107.0,2258.1446395268063
173,59.0,367.01816848956656,59.0,20142.7296860172
174,74.0,518.7810785066949,69.0,30188.865660478066
175,61.0,401.45148739493584,94.0,15309.16178233337
176,61.0,393.5500829542006,24.0,10174.684032647034
177,98.0,694.1434248857876,41.0,4670.147333325201
178,37.0,201.46125711463898,23.0,7963.65486095139
179,25.0,146.34893072678645,30.0,7107.395967301591
180,98.0,627.7661344880507,43.0,17522.506195542697
181,73.0,474.3275930916863,60.0,27975.042525932728
182,69.0,615.8729952058169,25.0,9839.79573588979
183,170.0,1050.1048909635363,109.0,18430.910056230347
184,84.0,681.2066984516825,42.0,7448.399992419424
185,56.0,396.69816460263536,47.0,22315.09789009251
186,28.0,153.19170685807816,131.0,20931.766406111445
187,107.0,678.3669327525539,72.0,27886.92342622163
188,85.0,580.2885693915388,31.0,14959.994741956358
189,42.0,334.1963616513381,24.0,8792.191604915157
190,115.0,835.4982089949762,0.0,39689.61289376032
191,63.0,466.1100964898441,41.0,23431.62336247328
192,131.0,876.432276238389,11.0,35803.95288093407
193,20.0,117.13228873803942,34.0,15475.005740834988
194,24.0,168.05174329695072,34.0,6491.538370558974
195,122.0,849.995548657442,22.0,19310.773949385846
196,59.0,439.29768432663,89.0,21366.177521052112
197,14.0,123.72827100158356,6.0,1941.0339700427587
198,2.0,5.3445388282344215,134.0,25502.288167797742
199,70.0,456.31568183206707,75.0,14827.316757935094
200,35.0,230.90103062908688,17.0,16526.281292722306
201,33.0,260.9952654883889,65.0,16765.09405062411
202,98.0,681.2059683504929,20.0,18482.958276831887
203,33.0,233.14735423479505,0.0,16854.00374148934
204,27.0,155.64356927315998,11.0,8708.75742372678
205,99.0,705.3042171117168,13.0,3024.226644397383
206,50.0,378.44373353843457,99.0,14413.230290104644
207,37.0,242.23348791631153,14.0,6315.743332426776
208,24.0,101.86952073902607,20.0,17821.597356887538
209,79.0,576.5486463893997,10.0,23591.866641654367
210,31.0,222.85676978475794,53.0,11481.938305244916
211,75.0,553.9451533974786,0.0,20683.18922893834
212,27.0,208.49378464634694,34.0,12327.652476895348
213,25.0,194.01180978335032,11.0,6640.180679226972
214,56.0,413.18110475782186,95.0,25758.525251475257
215,32.0,242.534456891784,25.0,16695.802656115
216,52.0,366.05050330231387,95.0,20177.08476514204
217,52.0,337.21902858136946,0.0,13426.865264454325
218,65.0,388.58118799546344,108.0,35728.101739215
219,87.0,528.134216323669,6.0,11855.978687654791
220,64.0,497.7734661878075,97.0,16392.292827528498
221,86.0,618.2908990866792,89.0,16931.64335658052
222,29.0,187.32554933685233,0.0,19604.194287619248
223,107.0,851.9824143075682,77.0,12561.783054530537
224,78.0,588.8405523541879,20.0,8724.473198615444
225,17.0,151.18826181397006,51.0,4898.62684697217
226,54.0,413.7962406477416,88.0,17659.159727800834
227,120.0,787.2588720544373,195.0,40789.755928154584
228,96.0,644.3477046034716,30.0,16588.50657218136
229,22.0,130.91586905104273,26.0,19704.483593058307
230,41.0,313.9368340016796,13.0,12903.645434400729
231,62.0,415.07841092331864,25.0,28292.05238211065
232,43.0,269.08865758215535,70.0,16314.137664798865
233,66.0,486.2736391186178,47.0,14097.259607047661
234,89.0,600.1447832027874,0.0,17368.062358394804
235,63.0,409.9803065484866,49.0,15981.874601759104
236,47.0,324.2262706973257,12.0,20011.151789122767
237,60.0,512.0513546176093,136.0,13793.108793150008
238,119.0,780.011754035085,13.0,32275.61893224696
239,10.0,71.4317088352634,13.0,1659.590775791301
240,3.0,24.630217214731992,42.0,15909.658656597738
241,5.0,23.95585152019579,0.0,1875.7351442407953
242,174.0,1172.5718186652978,148.0,27156.084292478736
243,105.0,642.8341160188763,44.0,21090.227663848185
244,129.0,841.166827983164,51.0,20698.820776002263
245,72.0,533.3217279478723,6.0,17164.42985176588
246,15.0,105.68684514000596,49.0,29105.57841380482
247,0.0,0.0,38.0,18314.980770638675
248,101.0,564.5746832127112,0.0,20324.040919909137
249,48.0,349.44836228718935,47.0,11153.283135682257
250,59.0,417.3503037531371,21.0,22551.930196953705
251,84.0,524.1102990227596,56.0,19536.77753157275
252,42.0,250.65509896081235,44.0,17413.74705331662
253,118.0,908.4662536800529,175.0,13193.827982450714
254,72.0,474.94176234968216,0.0,22316.46374687699
255,40.0,224.99647539757294,11.0,13356.653669959222
256,45.0,330.4082528176396,10.0,14158.257757437139
257,19.0,152.67246179917845,61.0,22174.971791151467
258,80.0,540.8158688653042,9.0,21965.672890324735
259,98.0,731.5607974750698,178.0,29753.55803286384
260,123.0,886.4506700179629,52.0,3166.5890934344898
261,62.0,451.11883420781146,26.0,22735.717953624408
262,50.0,345.0029979554817,91.0,19612.795665475805
263,66.0,446.63224044904206,54.0,16829.24660410845
264,0.0,0.0,23.0,18437.51275821055
265,58.0,425.2958631411333,16.0,20017.33446989928
266,13.0,96.11512190731035,8.0,2449.605942473943
267,53.0,376.25933243626895,22.0,25414.809527399626
268,94.0,692.9467955137218,67.0,34466.0295284113
269,41.0,275.4759245112394,87.0,14850.539473527753
270,55.0,403.8798657158042,5.0,25788.54392967443
271,57.0,462.3234853612689,41.0,23113.281019043734
272,82.0,693.1498232883208,26.0,16516.351709110353
273,83.0,554.5783506709416,50.0,21682.231852342476
274,48.0,335.728367761957,0.0,17048.538189153922
275,46.0,343.1115634917002,38.0,18583.375300159074
276,60.0,425.4350718528184,57.0,15989.87736958276
277,74.0,508.21807344561375,36.0,18026.69705441987
278,39.0,311.7359545345812,0.0,14290.410588305414
279,28.0,203.93986551718882,101.0,23833.061784313035
280,69.0,418.9907595425106,32.0,13120.906225763812
281,50.0,310.8655872086864,46.0,13637.892383646735
282,2.0,5.974170646402506,30.0,2597.219212092616
283,36.0,297.57975552062373,0.0,20885.91837904067
284,32.0,287.0070786477437,27.0,10010.968003538543
285,15.0,83.9838182703717,127.0,17319.483398396027
286,44.0,308.30734471585436,12.0,7307.226743386397
287,5.0,22.339289032089678,7.0,3201.65882701022
288,74.0,467.88224619967065,28.0,15795.83746700313
289,35.0,232.87330438228523,72.0,15107.613961881107
290,68.0,422.6787014910645,64.0,18004.05688349654
291,112.0,782.2519999695452,67.0,4666.051272866904
292,89.0,592.3883607525132,45.0,16247.490364028066
293,10.0,90.87459093233566,0.0,13119.527738290653
294,62.0,448.39271293975185,6.0,25273.363933944886
295,76.0,544.6061762048465,0.0,11761.219371731286
296,95.0,718.5874154953443,3.0,31160.13351111028
297,86.0,500.15766658037745,58.0,18653.08843271423
298,130.0,795.370403610535,21.0,19288.453262457013
299,42.0,226.51724481047418,39.0,18987.371356078358
300,55.0,353.93961893475466,49.0,9408.212613827145
301,63.0,415.70974077479616,85.0,15676.062364499554
302,96.0,656.3287848312283,0.0,16875.609925033226
303,57.0,315.16090109531035,77.0,18289.836362522656
304,58.0,402.70011829139673,44.0,21771.01299135936
305,59.0,362.657970867576,17.0,22720.14198185066
306,36.0,247.12234109010024,56.0,21389.008267403307
307,55.0,321.08958507463393,11.0,8363.127314668272
308,28.0,207.9572303161792,113.0,21109.428511403727
309,111.0,776.3462882189224,0.0,7792.994181479567
310,64.0,520.3472343925256,56.0,7068.879292701502
311,68.0,458.7625765965435,25.0,21548.184679535414
312,87.0,644.4963190540237,59.0,14055.872286073869
313,14.0,99.93796323464976,18.0,5188.392968012696
314,16.0,92.23495895601548,35.0,7374.840244040196
315,85.0,573.3981201971052,19.0,16575.169370837026
316,74.0,562.478660572312,36.0,18168.13173985594
317,54.0,399.83377305528,48.0,12521.531044889483
318,84.0,540.9160924140847,33.0,18752.26218672655
319,94.0,691.3516089496827,25.0,19594.121687943603
320,87.0,626.1806799870997,47.0,20596.026003817227
321,39.0,246.02412763264513,5.0,4824.916053763451
322,110.0,736.7335426811387,135.0,23580.776107578222
323,66.0,427.45128860575034,0.0,21827.15698465288
324,24.0,170.71218618243722,30.0,19235.433547703255
325,31.0,180.49267269501567,14.0,14455.164147393903
326,83.0,593.371489177397,88.0,30733.848262776508
327,77.0,546.8626082540678,22.0,19964.39357441626
